timestamp,temperature_celsius,vibration_mm_s,current_amps,fault_detected
2026-09-19 06:56:15.212371,91.1871906734207,8.892544198753347,21.032788110507145,1.0
2026-09-18 23:32:15.212371,46.15414425436108,1.2230394325490226,11.199548010761742,0.0
2026-09-18 16:25:15.212371,46.50386606537355,2.5970449964491538,11.782256814715078,0.0
2026-09-18 20:12:15.212371,42.10383131700535,1.9518624565523992,12.188550196951093,0.0
2026-09-18 19:20:15.212371,45.71403097193009,2.86632003860779,11.955818520397333,0.0
2026-09-18 21:27:15.212371,48.51068168488641,2.654910355113514,12.138688468979096,0.0
2026-09-18 16:05:15.212371,44.530825733249706,2.091532164506382,12.089790890969798,0.0
2026-09-19 03:10:15.212371,47.29854665257135,2.868421948546217,11.685368303153606,0.0
2026-09-18 16:10:15.212371,44.67742857666798,2.5955495340099515,12.204909328464256,0.0
2026-09-18 22:47:15.212371,48.81883328094026,2.9960211747682615,11.548974222821245,0.0
2026-09-19 05:50:15.212371,89.60900750988625,10.943880785796193,18.183504968896745,1.0
2026-09-19 06:33:15.212371,88.25568120911828,8.682111368211702,16.85929726717264,1.0
2026-09-19 02:44:15.212371,48.33094888892515,1.9150415821448559,12.003531579314089,0.0
2026-09-19 01:58:15.212371,42.83787334480021,2.2178762006713058,12.042659071282513,0.0
2026-09-19 07:00:15.212371,89.24215441102642,7.952841244437836,16.096163079955527,1.0
2026-09-18 19:43:15.212371,44.37946648681309,2.4711906014832072,11.689576200874441,0.0
2026-09-18 15:22:15.212371,43.32156495355472,2.0838222134478857,12.084230488134807,0.0
2026-09-18 15:56:15.212371,45.19415509869608,2.910241090598682,12.293346900737637,0.0
2026-09-19 03:17:15.212371,43.87506644821146,1.8728552884153753,11.7258563517547,0.0
2026-09-18 16:31:15.212371,49.380911251619956,1.7384065476081125,12.542991058087516,0.0
2026-09-19 02:50:15.212371,46.03531804093824,2.19889396981911,10.923328540064379,0.0
2026-09-19 05:16:15.212371,84.93081126952882,6.474975307135255,18.282514280174926,1.0
2026-09-19 03:38:15.212371,45.54315767439075,2.7182799020788337,11.251735372454961,0.0
2026-09-19 05:23:15.212371,83.60119915752082,6.031671209852891,21.449393299522217,1.0
2026-09-18 16:48:15.212371,41.78503353087754,2.8251005889793306,12.035026081556591,0.0
2026-09-18 21:51:15.212371,46.33934509766008,1.8880298666188717,12.560515333662236,0.0
2026-09-19 04:58:15.212371,81.07006983682508,8.390663395000335,13.825945962795863,1.0
2026-09-18 19:55:15.212371,46.25669101852856,2.66438120515174,12.979173727110297,0.0
2026-09-19 02:13:15.212371,48.50958836396873,2.9776526042852556,11.908401690639806,0.0
2026-09-19 06:49:15.212371,91.11784441209313,6.436933381635345,18.577447325650045,1.0
2026-09-18 22:55:15.212371,43.33809976717792,2.7373491164399764,12.301593715541172,0.0
2026-09-18 16:58:15.212371,43.63995055684302,1.874230287904778,11.672962158436288,0.0
2026-09-19 02:54:15.212371,43.776964394016105,2.883040139192345,12.346739455956996,0.0
2026-09-19 02:30:15.212371,45.34173087625588,2.3138966119644735,11.997201990585477,0.0
2026-09-18 15:27:15.212371,44.62868204667237,1.742127942501384,11.940965736504461,0.0
2026-09-18 20:57:15.212371,45.98383834301301,1.8329872525408977,12.377145664906788,0.0
2026-09-19 06:54:15.212371,80.99980717801176,7.315818758788717,15.739592550652151,1.0
2026-09-19 02:53:15.212371,43.48923413529336,2.650895949909733,11.56861211797844,0.0
